40   
6
16
1       40.00   1.00    1
2       17.00   1.00    2
3       5.00    1.00    2
4       17.00   1.00    2
5       11.00   1.00    3
6       5.00    1.00    3
7       4.00    1.00    3
8       10.00   1.00    3
9       6.00    1.00    3
10      6.00    1.00    4
11      4.00    1.00    4
12      4.00    1.00    4
13      3.00    1.00    4
14      4.00    1.00    4
15      5.00    1.00    4
16      5.00    1.00    4
17      3.00    1.00    5
18      2.00    1.00    5
19      1.00    1.00    5
20      2.00    1.00    5
21      2.00    1.00    5
22      1.00    1.00    5
23      2.00    1.00    5
24      1.00    1.00    5
25      2.00    1.00    5
26      2.00    1.00    5
27      2.00    1.00    5
28      2.00    1.00    5
29      2.00    1.00    5
30      1.00    1.00    6
31      1.00    1.00    6
32      1.00    1.00    6
33      1.00    1.00    6
34      1.00    1.00    6
35      1.00    1.00    6
36      1.00    1.00    6
37      1.00    1.00    6
38      1.00    1.00    6
39      1.00    1.00    6
40      1.00    1.00    6
39
2       1       1.00    1.00
3       1       1.00    1.00
4       1       1.00    1.00
5       2       1.00    1.00
6       2       1.00    1.00
7       3       1.00    1.00
8       4       1.00    1.00
9       4       1.00    1.00
10      5       1.00    1.00
11      5       1.00    1.00
12      6       1.00    1.00
13      7       1.00    1.00
14      8       1.00    1.00
15      8       1.00    1.00
16      9       1.00    1.00
17      10      1.00    1.00
18      10      1.00    1.00
19      11      1.00    1.00
20      11      1.00    1.00
21      12      1.00    1.00
22      12      1.00    1.00
23      13      1.00    1.00
24      14      1.00    1.00
25      14      1.00    1.00
26      15      1.00    1.00
27      15      1.00    1.00
28      16      1.00    1.00
29      16      1.00    1.00
30      17      1.00    1.00
31      17      1.00    1.00
32      18      1.00    1.00
33      20      1.00    1.00
34      21      1.00    1.00
35      23      1.00    1.00
36      25      1.00    1.00
37      26      1.00    1.00
38      27      1.00    1.00
39      28      1.00    1.00
40      29      1.00    1.00


#1  # of items
#2  # of resources
#3  # of periods
#4  items
#5  holding costs
#6  production time per unit
#7  number of ressource that produces the item
#8  product ID component
#9  product ID parent
#10 units of component needed to produce one unit of parent
#11 lead time
