20   
6
16
1       119.00  1.00    1
2       51.00   1.00    2
3       67.00   1.00    2
4       11.00   1.00    3
5       22.00   1.00    3
6       17.00   1.00    3
7       27.00   1.00    3
8       10.00   1.00    4
9       11.00   1.00    4
10      5.00    1.00    4
11      3.00    1.00    5
12      3.00    1.00    5
13      3.00    1.00    5
14      2.00    1.00    5
15      2.00    1.00    5
16      1.00    1.00    6
17      1.00    1.00    6
18      1.00    1.00    6
19      1.00    1.00    6
20      1.00    1.00    6
33
2       1       1.00    1.00
3       1       1.00    1.00
4       2       1.00    1.00
5       2       1.00    1.00
6       2       1.00    1.00
5       3       1.00    1.00
6       3       1.00    1.00
7       3       1.00    1.00
8       4       1.00    1.00
8       5       1.00    1.00
9       5       1.00    1.00
9       6       1.00    1.00
10      6       1.00    1.00
8       7       1.00    1.00
9       7       1.00    1.00
10      7       1.00    1.00
11      8       1.00    1.00
12      8       1.00    1.00
13      8       1.00    1.00
12      9       1.00    1.00
13      9       1.00    1.00
14      9       1.00    1.00
15      9       1.00    1.00
14      10      1.00    1.00
15      10      1.00    1.00
16      11      1.00    1.00
17      11      1.00    1.00
17      12      1.00    1.00
18      12      1.00    1.00
18      13      1.00    1.00
19      13      1.00    1.00
19      14      1.00    1.00
20      15      1.00    1.00

#1  # of items
#2  # of resources
#3  # of periods
#4  items
#5  holding costs
#6  production time per unit
#7  number of ressource that produces the item
#8  product ID component
#9  product ID parent
#10 units of component needed to produce one unit of parent
#11 lead time
